"ResponseID","year2wt","PrgSrvc_IncrNum","PrgSrvc_DcrsNum","PrgSrvc_Suspend","PrgSrvc_IncrSrvc","PrgSrvc_DcrsSrvc","PrgSrvc_NewOffc","PrgSrvc_ClsdOffc","PrgSrvc_IncrArea","PrgSrvc_DcrsArea","PrgSrvc_IncrFee","PrgSrvc_DcrsFee","PrgSrvc_ShiftOnline","PrgSrvc_AddOnline","PrgSrvc_Oth","PplSrv_NumServed","PplSrv_NumWait","PplSrv_NumServed_NA_X","PplSrv_NumWait_NA_X","Dmnd_NxtYear","Staff_Fulltime_2021","Staff_Parttime_2021","Staff_Boardmmbr_2021","Staff_RegVlntr_2021","Staff_EpsdVltnr_2021","Staff_AmerVlntr_2021","Staff_PdCnslt_2021","Staff_Other_Est_2021","Staff_Fulltime_2022","Staff_Parttime_2022","Staff_Boardmmbr_2022","Staff_RegVlntr_2022","Staff_EpsdVltnr_2022","Staff_AmerVlntr_2022","Staff_PdCnslt_2022","Staff_Other_Est_2022","Staff_Fulltime_NA","Staff_Parttime_NA","Staff_Boardmmbr_NA","Staff_RegVlntr_NA","Staff_EpsdVltnr_NA","Staff_AmerVlntr_NA","Staff_PdCnslt_NA","Staff_Other_Text_NA","VolImportance","DonImportance","FndRaise_DvlpVirtual","FndRaise_IncrExp","FndRaise_DcrsExp","FndRaise_IncStaff","FndRaise_DcrsStaff","FndRaise_IncrCnslt","FndRaise_DcrsCnslt","FndRaise_IncrVolntr","FndRaise_DcrsVolntr","FndRaise_Othr","FndRaise_MajGift_Amt","FndRaise_Overall_Chng","FndRaise_Cashbelow250_Chng","FndRaise_Cashabove250_Chng","FndRaise_MajGift_Chng","FndRaise_Corp.Found_Grnt_Chng","FndRaise_RstrGift_Chng","FndRaise_UnrstrGift_Chng","FndRaise_DnrBlw250","FndRaise_DnrAbv250","FndRaise_LocGvtGrnt_Seek","FndRaise_StateGvtGrnt_Seek","FndRaise_FedGvtGrnt_Seek","FndRaise_LocGvtCntrct_Seek","FndRaise_StateGvtCntrct_Seek","FndRaise_FedGvtCntrct_Seek","FndRaise_PFGrnt_Seek","FndRaise_CFGrnt_Seek","FndRaise_DAF_Seek","FndRaise_Corp.Found_Grnt_Seek","FndRaise_UntdWy_Seek","FndRaise_CombFedCmpgn_Seek","FndRaise_OthrGvngPrgrm_Seek","FndRaise_LocGvtGrnt_Rcv","FndRaise_StateGvtGrnt_Rcv","FndRaise_FedGvtGrnt_Rcv","FndRaise_LocGvtCntrct_Rcv","FndRaise_StateGvtCntrct_Rcv","FndRaise_FedGvtCntrct_Rcv","FndRaise_PFGrnt_Rcv","FndRaise_CFGrnt_Rcv","FndRaise_DAF_Rcv","FndRaise_Corp.Found_Grnt_Rcv","FndRaise_UntdWy_Rcv","FndRaise_CombFedCmpgn_Rcv","FndRaise_OthrGvngPrgrm_Rcv","Finance_Rev_GovtMain","Finance_Rev_Prtcpnt","Finance_Rev_Govt3rdParty","Finance_Rev_IndvDon","Finance_Rev_Gift","Finance_Rev_Grnt","Finance_Rev_Spnsr","Finance_Rev_Oth","Reserves_Est","Reserves_NA_X","CARES_Rcv","CARES_Rcv_Est","FinanceChng_Reserves","FinanceChng_Borrow","FinanceChng_DcrsBnft","FinanceChng_IncrBnft","FinanceChng_IncrExp","FinanceChng_DcrsExp","FinanceChng_Oth","LeadershipChng_RetCEO","LeadershipChng_RsgnCEO","LeadershipChng_TrmnCEO","LeadershipChng_HireCEO","LeadershipChng_IntrmCEO","LeadershipChng_ChngBC","LeadershipChng_LostBoardMem","LeadershipChng_RplcBoardMem","LeadershipChng_AddBoardMem","LeadershipChng_Oth","CEOrace_AAPI","CEOrace_Black","CEOrace_Hisp","CEOrace_NativeAm","CEOrace_White","CEOrace_Oth","CEOgender_Man","CEOgender_Woman","CEOgender_Trans","CEOgender_NB","CEOgender_Oth","CEOgender_specify","BChairrace_AAPI","BChairrace_Black","BChairrace_Hisp","BChairrace_NativeAm","BChairrace_White","BChairrace_Oth","BChairgender_Man","BChairgender_Woman","BChairgender_Trans","BChairgender_NB","BChairgender_Oth","BChairgender_specify","ExtAffairs_GenEd","ExtAffairs_Media","ExtAffairs_Advocacy","ExtAffairs_GovtRs","ExtAffairs_DiscGovtGrnt","ExtAffairs_InfoReq","ExtAffairs_Testify","ExtAffairs_Lobby","ExtAffairs_OrgPrtst","ExtAffairs_Mobilize","ExtAffairs_Petition","ExtAffairs_VoteReg","ExtAffairs_VoteEd","CEOrace","CEOrace_Bi","BChairrace","BChairrace_Bi","CEOgender","BChairgender"
"R_3JJDUcihV3GCUOl",0.74,"Yes","No","No","No","Yes","No","No","No","No","No","No","Yes","Yes","",8000,,"No","Yes","Increase",5,3,5,0,12,0,1,,5,3,5,0,13,0,,,"No","No","No","No","No","No","No","No","Somewhat Important","Very Important","Yes","Yes","No","No","Yes","No","No","Yes","No","",19440,"Increase Moderately","Increase Moderately","Increase Significantly","Unchanged","Decrease Significantly","","Increase Significantly",25,10,"Yes","Yes","Yes","No","No","No","Yes","No","No","No","No","No","No","Yes","Yes","Yes","No","No","No","Yes","No","No","No","No","No","No",0,0,0,0,0,0,0,0,,"Yes","Yes",,"Yes","Yes","","","No","Yes","","No","No","No","No","No","No","No","No","No","","No","No","No","No","Yes","No","No","Yes","","No","No",,"No","No","No","No","Yes","No","No","Yes","","No","No","","Never","Never","Never","Never","Occasionally","Rarely","Never","Never","Never","Never","Rarely","Never","Never","White","No","White","No","Woman","Woman"
"R_2vixZJivylLL79y",1.06,"Yes","No","No","Yes","No","No","No","No","No","No","Yes","Yes","Yes","",4500,,"No","Yes","Increase",10,2,12,50,10,1,,,16,5,12,96,9,1,,,"No","No","No","No","No","No","Yes","Yes","Very Important","Very Important","Yes","No","Yes","No","No","No","","Yes","","",1016,"Unchanged","Unchanged","Unchanged","Unchanged","Unchanged","Unchanged","Unchanged",308,49,"No","No","Yes","No","Yes","Yes","Yes","Yes","Yes","Yes","Yes","No","No","No","No","Yes","No","Yes","Yes","Yes","Yes","Yes","Yes","No","No","No",406559,65070,0,256819,0,309449,0,0,364416,"No","Yes",101188,"No","No","No","Yes","No","Yes","","No","No","No","No","No","No","No","No","Yes","","No","No","No","No","Yes","No","No","Yes","","No","No",,"No","No","No","No","Yes","No","No","Yes","","No","No","","Never","Never","Never","Occasionally","Occasionally","Occasionally","Never","Never","Never","Never","Never","Occasionally","Occasionally","White","No","White","No","Woman","Woman"
"R_2fczHP9FC8HjXvo",1.09,"Yes","No","No","No","Yes","No","No","Yes","No","","","No","No","No",24000,1e+05,"No","No","Increase",45,1,14,40,,,,8288,50,,16,42,,,,11097,"No","No","No","No","Yes","Yes","Yes","No","Essential","Very Important","Yes","Yes","No","Yes","No","No","","","","",993,"Increase Significantly","Increase Significantly","Increase Significantly","Increase Significantly","Increase Significantly","Increase Significantly","Increase Significantly",0,0,"No","No","Yes","No","No","No","Yes","No","Yes","Yes","No","No","No","No","No","Yes","No","No","No","Yes","No","Yes","Yes","No","No","No",,,,,,,,,,"","",,"","","","","","","","","","","","","","","","","","","","","","","","","","","","",,"","","","","","","","","","","","","","","","","","","","","","","","","","","No","","No","",""
"R_wOgU0eOEEUirMD7",2.33,"Yes","No","No","Yes","No","Yes","No","Yes","No","","","No","No","No",32344,250,"No","No","Increase",3040,207,20,485,9612,2,10,,3367,187,20,516,9633,2,10,,"No","No","No","No","No","No","No","No","Somewhat Important","Somewhat Important","Yes","No","No","Yes","No","Yes","No","No","No","",22990,"Unchanged","Unchanged","Unchanged","Increase Moderately","Increase Moderately","Decrease Moderately","Increase Moderately",4800,796,"Yes","No","No","Yes","Yes","No","Yes","Yes","No","Yes","No","Yes","No","Yes","No","No","Yes","Yes","No","Yes","Yes","Yes","Yes","Yes","Yes","No",73918501,0,158937848,27234822,0,5747922,0,,189344681,"No","Yes",4612304,"","","No","Yes","Yes","No","","No","No","No","No","No","No","Yes","Yes","Yes","","No","No","No","No","Yes","No","No","Yes","","No","No",,"No","No","No","No","Yes","No","No","Yes","","No","No","","Occasionally","Occasionally","Frequently","Frequently","Occasionally","Occasionally","Occasionally","Occasionally","Never","Rarely","Never","Never","Never","White","No","White","No","Woman","Woman"
"R_22Y4MwECTOw31VH",0.94,"Yes","No","No","Yes","No","No","No","No","No","","","Yes","Yes","Yes",150,70,"No","No","Increase",2,0,10,0,19,0,3,0,3,0,5,0,70,0,1,0,"No","No","No","No","No","No","No","No","Somewhat Important","Not Very Important","No","No","No","No","No","No","No","No","No","No",4963,"Increase Significantly","Unchanged","Unchanged","Not Applicable","Increase Moderately","Increase Significantly","Unchanged",1,1,"Yes","Yes","Yes","No","No","No","Yes","Yes","No","Yes","No","No","No","Yes","Yes","Yes","No","No","No","Yes","Yes","No","Yes","No","No","No",134980,0,0,11497,0,10376,0,0,0,"Yes","Yes",14763,"No","No","","Yes","Yes","No","","No","No","No","No","No","Yes","Yes","Yes","No","","No","No","No","No","Yes","No","No","Yes","","No","No",,"No","No","No","No","Yes","No","No","Yes","No","No","No","","Most of the time","Most of the time","Most of the time","Most of the time","Most of the time","Most of the time","Never","Never","Never","Never","Never","Never","Never","White","No","White","No","Woman","Woman"
"R_1FIzQhv916zwf89",1.05,"Yes","No","No","Yes","No","No","No","No","No","No","No","No","No","",,,"Yes","Yes","Increase",1,3,11,709,108,0,0,,1,3,11,799,103,0,0,,"No","No","No","No","No","No","No","No","Essential","Very Important","Yes","No","No","No","No","No","No","Yes","No","",2366,"","","","","","","",0,0,"No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","Yes","No","No","No","No","No","No",0,0,0,0,0,0,0,0,,"No","",,"No","No","No","No","Yes","No","","No","No","No","No","No","No","Yes","Yes","Yes","","No","No","No","No","Yes","No","No","Yes","","No","No",,"No","No","No","No","Yes","No","No","Yes","","No","No","","Rarely","Never","Never","Never","Never","Never","Never","Never","Never","Never","Never","Never","Never","White","No","White","No","Woman","Woman"
"R_3O1WJRgRcyIX4OO",0.93,"Yes","No","No","Yes","No","Yes","No","Yes","No","Yes","No","No","No","No",11000,200,"No","No","Increase",30,5,18,5,29,0,3,0,34,5,18,5,31,0,3,0,"No","No","No","No","No","No","No","No","Somewhat Important","Very Important","Yes","No","No","Yes","No","No","No","No","No","",935,"Increase Significantly","Increase Significantly","Increase Moderately","Increase Significantly","Increase Significantly","Unchanged","Increase Significantly",752,2493,"Yes","Yes","No","No","No","No","Yes","Yes","Yes","Yes","No","No","No","Yes","Yes","No","No","No","No","Yes","Yes","Yes","Yes","No","No","No",464436,724289,0,551808,93882,1178739,0,764895,9384852,"No","Yes",,"No","No","","Yes","No","No","","Yes","Yes","No","Yes","No","No","Yes","Yes","Yes","","No","No","No","Yes","Yes","No","No","Yes","No","No","No",,"No","No","No","No","Yes","No","No","Yes","","No","No","","Rarely","Rarely","Never","Never","Rarely","Never","Rarely","Rarely","Rarely","Rarely","Rarely","Rarely","Rarely","NativeAm","Yes","White","No","Woman","Woman"
"R_1BXYMpix2jJgwJD",0.84,"Yes","No","No","Yes","No","No","No","Yes","No","Yes","No","No","No","No",3500,,"No","Yes","Increase",1,1,10,10,,,,,2,1,13,10,,,,,"No","No","No","No","Yes","Yes","Yes","Yes","Not Very Important","Essential","No","Yes","No","No","No","No","No","Yes","No","",262,"Unsure","Increase Moderately","Decrease Moderately","Not Applicable","Decrease Significantly","Unsure","Unsure",205,5,"Yes","Yes","No","No","No","No","No","Yes","No","Yes","No","No","No","Yes","Yes","Yes","Yes","Yes","Yes","Yes","No","Yes","No","Yes","Yes","Yes",9684,14216,0,3813,15914,0,1999,0,,"Yes","",,"No","Yes","No","No","No","Yes","","No","Yes","No","Yes","No","Yes","No","No","Yes","","No","No","No","No","Yes","No","No","Yes","No","No","No",,"No","No","No","No","Yes","No","No","Yes","No","No","No","","Never","Never","Occasionally","Occasionally","Never","Occasionally","Never","Never","Never","Never","Never","Never","Never","White","No","White","No","Woman","Woman"
"R_1NsLmBobl8x8q69",0.98,"No","No","No","No","No","Yes","No","No","No","","","No","No","No",6000,0,"No","No","Unchanged",10,2,12,20,301,0,3,,11,2,11,23,396,0,3,,"No","No","No","No","No","No","No","No","Somewhat Important","Very Important","Yes","No","No","No","No","No","No","No","No","",1014,"Decrease Moderately","Unchanged","Decrease Moderately","Decrease Moderately","Decrease Moderately","Unchanged","Decrease Moderately",141,104,"Yes","No","No","No","No","No","Yes","Yes","Yes","Yes","Yes","No","No","Yes","No","No","No","No","No","Yes","Yes","Yes","Yes","Yes","No","No",637410,0,0,707891,227006,477136,19746,133209,741714,"No","Yes",1943714,"No","No","No","No","Yes","No","","No","No","No","No","No","No","Yes","No","Yes","","No","No","No","No","Yes","No","No","Yes","","No","No",,"No","No","No","No","Yes","No","No","Yes","","No","No","","Occasionally","Occasionally","Rarely","Rarely","Rarely","Rarely","Never","Never","Never","Never","Rarely","Occasionally","Occasionally","White","No","White","No","Woman","Woman"
"R_PzxxIqpP7ahqsEx",0.9,"No","No","No","","","No","No","","","No","No","No","No","No",,,"Yes","Yes","Unchanged",,2,11,12,12,,,,,3,6,12,12,,,,"No","No","No","No","No","Yes","Yes","Yes","Very Important","Somewhat Important","Yes","","","No","No","No","No","No","No","",103,"Unsure","Unsure","Unsure","Increase Significantly","Unchanged","Increase Significantly","Increase Significantly",26,4,"Yes","No","No","No","No","No","No","Yes","No","No","No","No","No","Yes","No","No","No","No","No","No","Yes","No","No","No","No","No",0,0,0,0,0,0,0,0,,"Yes","Yes",14124,"Yes","No","","","","","","No","No","No","No","No","Yes","Yes","Yes","Yes","","No","No","No","No","Yes","No","No","Yes","","No","No",,"No","No","No","No","Yes","No","No","Yes","No","No","No","","Frequently","Frequently","Occasionally","Occasionally","Occasionally","Occasionally","Never","Never","Never","Never","Never","Never","Never","White","No","White","No","Woman","Woman"
"R_shPPe3QjtrYvl4d",1.08,"Yes","No","No","Yes","No","No","No","Yes","No","","","No","Yes","",86,,"No","Yes","Increase",1,5,10,0,,,,,1,8,12,35,,,,,"No","No","No","No","Yes","Yes","Yes","No","Very Important","Very Important","Yes","Yes","No","No","No","No","No","No","No","",546,"Increase Significantly","Unchanged","Increase Moderately","Increase Moderately","Increase Moderately","Not Applicable","Increase Moderately",180,110,"Yes","Yes","Yes","No","No","No","Yes","Yes","Yes","Yes","No","No","No","Yes","No","Yes","No","No","No","Yes","Yes","Yes","Yes","No","No","No",2058,0,0,44609,0,50019,38260,7954,248177,"No","Yes",19368,"Yes","No","","","Yes","No","","No","No","No","No","No","Yes","Yes","Yes","Yes","","No","No","No","No","Yes","No","No","Yes","","No","No",,"No","No","No","No","Yes","No","No","Yes","No","No","No","","Never","Never","Never","Never","Never","Never","Never","Never","Never","Never","Never","Never","Never","White","No","White","No","Woman","Woman"
"R_2QQx6rnvnByBhOq",1.44,"Yes","No","No","Yes","No","Yes","No","Yes","No","No","No","No","No","No",34000,0,"No","Yes","Increase",4,1,12,0,0,0,0,0,4,1,12,0,0,0,0,0,"No","No","No","Yes","Yes","Yes","Yes","Yes","Not Used","Not Used","","","","","","","","","","",,"","","","","","","",,,"No","No","No","Yes","Yes","No","No","No","No","No","No","No","No","No","No","No","Yes","Yes","No","No","No","No","No","No","No","No",310283,0,0,0,0,0,293789,,,"Yes","Yes",91802,"","Yes","No","No","Yes","No","","No","No","No","No","No","No","Yes","No","No","","No","No","No","No","Yes","No","No","Yes","","No","No",,"No","No","No","No","Yes","No","No","Yes","","No","No","","Rarely","Frequently","Occasionally","Occasionally","Occasionally","Occasionally","Never","Never","Never","Never","Never","Never","Never","White","No","White","No","Woman","Woman"
"R_3D5x6forH6vxNYk",0.95,"No","No","No","No","No","No","No","No","No","Yes","No","No","No","No",350,20,"No","No","Increase",3,0,20,14,13,0,0,0,3,0,19,15,20,0,0,0,"No","No","No","No","No","No","No","No","Very Important","Somewhat Important","Yes","Yes","No","No","No","No","No","No","No","No",262,"Increase Moderately","Increase Significantly","Unchanged","Unchanged","Unchanged","Unchanged","Unchanged",0,0,"No","No","No","No","No","No","Yes","Yes","No","Yes","No","No","No","Yes","Yes","Yes","Yes","Yes","Yes","No","No","Yes","No","Yes","Yes","Yes",0,0,0,0,0,0,0,0,,"No","Yes",,"No","No","No","No","Yes","No","No","No","No","No","No","No","No","No","Yes","No","No","No","No","No","No","Yes","No","No","Yes","","No","No",,"No","No","No","No","Yes","No","No","Yes","","No","No","","Occasionally","Rarely","Frequently","Frequently","Never","Never","Never","Never","Never","Never","Never","Never","Never","White","No","White","No","Woman","Woman"
"R_30rgWGtchtcOaIf",1.2,"No","No","No","No","No","No","No","No","No","No","No","No","No","No",500,200,"No","No","Increase",0,0,15,124,110,0,0,,,,,,,,,,"No","No","No","No","No","No","No","No","Essential","Essential","Yes","Yes","No","Yes","No","No","No","Yes","No","",209,"Decrease Significantly","Decrease Significantly","Unchanged","Decrease Significantly","Decrease Significantly","Decrease Significantly","Decrease Significantly",251,185,"No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No",0,0,0,0,294,0,0,0,,"No","No",,"No","No","No","No","No","No","","No","No","No","No","No","No","No","No","No","","No","No","No","No","Yes","No","No","Yes","","No","No",,"No","No","No","No","Yes","No","No","Yes","","No","No","","Never","Never","Never","Never","Never","Never","Never","Never","Never","Never","Never","Never","Never","White","No","White","No","Woman","Woman"
"R_u4cEs6JnwKA8IgN",1.05,"Yes","No","No","Yes","No","No","No","Yes","No","","","No","No","No",2500,200,"No","No","Increase",5,2,11,58,51,0,0,0,7,3,9,65,59,0,0,0,"No","No","No","No","No","Yes","Yes","Yes","Very Important","Very Important","Yes","Yes","No","No","No","","","Yes","No","",467,"Increase Moderately","Increase Moderately","Increase Moderately","Unchanged","Increase Moderately","Unchanged","Increase Moderately",320,102,"Yes","Yes","Yes","No","No","No","Yes","Yes","Yes","Yes","Yes","No","No","Yes","Yes","Yes","No","No","No","Yes","Yes","Yes","Yes","Yes","No","No",661154,0,0,354452,53533,397846,386063,0,375742,"No","Yes",100153,"No","No","","","Yes","No","","No","No","No","No","No","No","Yes","Yes","Yes","","No","No","No","No","Yes","No","No","Yes","","No","No",,"No","No","No","No","Yes","No","No","Yes","","No","No","","Rarely","Never","Rarely","Occasionally","Occasionally","Occasionally","Never","Never","Never","Never","Never","Never","Never","White","No","White","No","Woman","Woman"
"R_8jPBOEnvhDgwGsN",0.73,"","","","","","No","No","No","No","No","No","","","",,,"Yes","Yes","Unchanged",0,0,22,0,11,0,0,,1,0,24,0,10,0,0,,"No","No","No","No","No","No","No","No","Somewhat Important","Not At All Important","No","No","No","No","No","No","No","No","No","",1051,"Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable",0,0,"No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No",0,0,0,0,0,0,97414,0,48910,"No","No",,"","No","No","No","No","No","","","","","","","Yes","Yes","Yes","Yes","","No","No","No","No","Yes","No","No","Yes","","No","No",,"No","No","No","No","Yes","No","Yes","No","No","No","No","","Occasionally","Occasionally","Rarely","Rarely","Never","Never","Never","Never","Never","Never","Never","Never","Never","White","No","White","No","Woman","Man"
"R_277pH9F50jRSCsr",1.05,"Yes","No","No","Yes","No","Yes","No","Yes","No","","","","","",500,600,"No","No","Increase",8,1,12,2,35,,,,8,1,12,2,24,,,,"No","No","No","No","No","Yes","Yes","No","Essential","Very Important","Yes","No","Yes","Yes","No","No","","No","No","",477,"Increase Moderately","Unchanged","Increase Significantly","Increase Significantly","Unchanged","Increase Significantly","Unchanged",148,56,"No","No","No","No","No","No","Yes","No","Yes","Yes","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No",0,0,0,188346,0,55454,0,51525,33604,"No","No",,"No","No","No","Yes","Yes","No","","No","No","No","No","No","No","Yes","Yes","Yes","","No","No","No","No","Yes","No","No","Yes","","No","No",,"No","No","No","No","Yes","No","No","Yes","","No","No","","Frequently","Rarely","Occasionally","Rarely","Never","Rarely","Never","Never","Never","Never","Rarely","Never","Never","White","No","White","No","Woman","Woman"
"R_2CBcacrlWUHjOVi",0.95,"Yes","No","","Yes","","","","","","","","","Yes","Yes",1065,,"No","Yes","Unchanged",8,1,9,0,0,0,0,,9,1,9,0,0,0,0,,"No","No","No","No","No","No","No","Yes","Not At All Important","Very Important","","","","","","","","","","",15738,"","","","","Unchanged","","",0,0,"Yes","Yes","Yes","Yes","No","No","Yes","Yes","No","No","Yes","No","No","Yes","Yes","Yes","Yes","No","No","Yes","Yes","No","No","Yes","No","No",0,0,0,0,0,0,0,0,,"No","Yes",,"","","","","","","","No","No","No","No","No","No","Yes","No","No","","No","No","No","No","Yes","No","No","Yes","","No","No",,"No","No","No","No","Yes","No","No","Yes","","No","No","","Most of the time","Most of the time","Most of the time","Most of the time","Most of the time","Most of the time","Most of the time","Never","Never","Never","Never","Most of the time","Most of the time","White","No","White","No","Woman","Woman"
"R_3EnF4Y778dATQUW",0.73,"Yes","No","No","Yes","No","No","No","Yes","No","Yes","No","No","No","No",26000,0,"No","No","Increase",1,11,12,4,100,0,0,,1,11,14,4,158,0,0,,"No","No","No","No","No","No","No","No","Very Important","Very Important","Yes","No","No","No","No","No","No","No","No","",202,"Unchanged","Decrease Moderately","Decrease Moderately","Unchanged","Unchanged","Unchanged","Unchanged",14,8,"Yes","Yes","No","No","No","No","No","Yes","No","Yes","Yes","No","No","Yes","Yes","No","No","No","No","No","Yes","No","Yes","Yes","No","No",154379,139695,0,0,15817,64010,42987,49214,101393,"No","Yes",80942,"No","No","No","No","Yes","No","","No","No","No","No","No","No","No","No","","","No","No","No","No","Yes","No","No","Yes","","No","No",,"No","No","No","No","Yes","No","No","Yes","","No","No","","Occasionally","Rarely","Occasionally","Frequently","Occasionally","Rarely","Rarely","Rarely","Never","Never","Never","Never","Never","White","No","White","No","Woman","Woman"
"R_3NPx3JgwgP86alu",1.05,"No","No","No","Yes","No","","No","No","No","No","No","","","No",43000,0,"No","No","Increase",4,3,8,31,12,0,0,,4,3,8,31,9,0,0,,"No","No","No","No","No","No","No","No","Very Important","Essential","No","No","No","No","No","No","No","No","No","",,"Increase Moderately","Increase Moderately","Unchanged","Unsure","Unchanged","Not Applicable","Increase Moderately",703,38,"No","No","No","No","No","No","Yes","No","No","Yes","No","No","No","No","No","No","No","No","No","Yes","No","No","Yes","No","No","No",,,,,,,,,,"","",,"","","","","","","","","","","","","","","","","","","","","","","","","","","","",,"","","","","","","","","","","","","","","","","","","","","","","","","","","No","","No","",""
"R_PwJnGGC6o5hcJvX",0.76,"Yes","No","No","Yes","No","No","No","Yes","No","","","No","No","",15000,150,"No","No","Increase",5,7,11,25,105,0,1,,5,10,12,26,126,0,1,,"No","No","No","No","No","No","No","Yes","Not Very Important","Very Important","Yes","No","Yes","No","No","No","No","No","No","",959,"Increase Significantly","Increase Moderately","Increase Moderately","Increase Significantly","Increase Significantly","Increase Moderately","Increase Moderately",484,70,"No","No","No","No","No","No","Yes","Yes","Yes","Yes","Yes","No","No","No","No","No","No","No","No","Yes","Yes","Yes","Yes","Yes","No","Yes",0,0,0,187975,170893,624681,66212,0,549809,"No","Yes",28707,"No","Yes","No","Yes","Yes","No","","No","No","No","No","No","No","Yes","Yes","Yes","","No","No","No","No","Yes","No","No","Yes","","No","No",,"No","No","No","No","Yes","No","No","Yes","","No","No","","Rarely","Never","Occasionally","Occasionally","Rarely","Rarely","Never","Never","Never","Never","Never","Rarely","Never","White","No","White","No","Woman","Woman"
"R_2v7m7uqO95wEZaN",0.74,"Yes","No","No","Yes","No","Yes","No","No","No","Yes","No","Yes","Yes","No",,,"Yes","Yes","Increase",2,8,9,48,207,0,1,,2,8,9,53,191,0,1,,"No","No","No","No","No","No","No","No","Somewhat Important","Somewhat Important","No","Yes","No","Yes","No","No","No","No","No","",5166,"Increase Moderately","Increase Moderately","Increase Moderately","Increase Moderately","Unchanged","Increase Moderately","Increase Moderately",194,20,"Yes","Yes","No","No","No","No","No","No","No","No","No","No","No","No","Yes","No","No","No","No","No","No","No","No","No","No","No",0,425026,0,138723,20043,26227,50578,0,184751,"No","Yes",69602,"No","No","No","No","Yes","No","","No","No","No","No","No","No","No","No","No","","","","","","","","","","","","",,"","","","","","","","","","","","","Frequently","Occasionally","Occasionally","Occasionally","Rarely","Rarely","Rarely","Never","Never","Never","Never","Never","Never","","No","","No","",""
"R_1FFlv1xylR92suB",0.73,"Yes","No","No","Yes","No","No","No","No","No","No","No","No","No","No",450,,"No","No","Increase",0,1,6,4,3,0,0,,,2,7,5,4,0,0,,"No","No","No","No","No","No","No","No","Essential","Very Important","No","Yes","No","No","No","No","No","No","No","",1392,"Unchanged","Unchanged","Unchanged","Unchanged","Unchanged","Unchanged","Unchanged",24,49,"Yes","Yes","Yes","No","No","No","Yes","Yes","No","Yes","No","No","No","Yes","Yes","Yes","No","No","No","Yes","Yes","No","Yes","No","No","No",80324,34221,0,0,54862,45917,6956,0,56259,"No","Yes",22619,"No","No","No","No","No","No","","No","No","No","No","No","No","No","No","Yes","","No","No","No","No","Yes","No","No","Yes","","No","No",,"No","No","No","No","Yes","No","No","Yes","","No","No","","Rarely","Rarely","Rarely","Rarely","Never","Never","Never","Never","Never","Never","Never","Never","Never","White","No","White","No","Woman","Woman"
"R_2OOQvlj97Hw0IdH",0.76,"No","Yes","Yes","No","Yes","No","No","No","No","No","No","Yes","Yes","Yes",6370,,"No","Yes","Decrease",12,12,13,4,26,0,0,0,11,13,12,4,24,0,0,1,"No","No","No","No","No","No","No","No","Somewhat Important","Very Important","No","Yes","No","No","No","No","No","No","No","",494,"Increase Moderately","Unchanged","Unchanged","Unchanged","Unchanged","Unchanged","Unchanged",285,24,"No","No","No","No","No","No","Yes","No","No","Yes","No","No","No","No","No","No","No","No","No","Yes","No","No","Yes","No","No","No",0,0,0,29816,0,4498,0,0,3610662,"No","Yes",17890,"No","No","No","No","No","No","","No","No","No","No","No","No","Yes","Yes","Yes","","","","","","","","","","","","",,"","","","","","","","","","","","","Occasionally","Never","Frequently","Occasionally","Never","Never","Never","Never","Never","Never","Never","Occasionally","Occasionally","","No","","No","",""
"R_29cZYYOlsgxFXi6",1.26,"Yes","","Yes","No","","No","No","Yes","","No","","Yes","Yes","No",3500,,"No","Yes","Increase",33,28,10,42,31,,,,32,29,12,52,64,,,,"No","No","No","No","No","Yes","Yes","No","Somewhat Important","Somewhat Important","Yes","No","No","No","No","No","No","No","No","",1064,"Increase Significantly","Increase Moderately","Increase Significantly","Increase Significantly","Increase Moderately","Increase Significantly","Increase Significantly",249,177,"Yes","Yes","Yes","Yes","No","No","Yes","Yes","Yes","Yes","No","No","No","No","No","No","No","Yes","Yes","No","No","No","No","Yes","Yes","Yes",348943,1365387,336623,347773,10369,146917,23883,84464,1267262,"No","Yes",708702,"Yes","No","No","No","Yes","No","","No","No","No","No","No","No","Yes","Yes","No","","","","","","","","","","","","",,"","","","","","","","","","","","","Occasionally","Occasionally","Rarely","Occasionally","Frequently","Occasionally","Never","Never","Never","Never","Rarely","Never","Never","","No","","No","",""
"R_3EbBuUgL4KJzV0p",1.13,"Yes","No","No","","","No","No","No","No","No","No","Yes","Yes","",2e+05,,"No","Yes","Unchanged",4,0,10,0,0,0,5,,4,0,9,0,0,0,5,,"No","No","No","No","No","No","No","No","Not Used","Not Used","","","","","","","","","","",,"","","","","","","",,,"No","Yes","Yes","No","Yes","No","Yes","No","No","No","No","No","No","No","Yes","Yes","No","Yes","No","Yes","No","No","No","No","No","No",0,0,0,0,0,0,0,0,,"","",,"","","","","","","","","","","","","","","","","","","","","","","","","","","","",,"","","","","","","","","","","","","","","","","","","","","","","","","","","No","","No","",""
