"ResponseID","year2wt","PrgSrvc_IncrNum","PrgSrvc_DcrsNum","PrgSrvc_Suspend","PrgSrvc_IncrSrvc","PrgSrvc_DcrsSrvc","PrgSrvc_NewOffc","PrgSrvc_ClsdOffc","PrgSrvc_IncrArea","PrgSrvc_DcrsArea","PrgSrvc_IncrFee","PrgSrvc_DcrsFee","PrgSrvc_ShiftOnline","PrgSrvc_AddOnline","PrgSrvc_Oth","PplSrv_NumServed","PplSrv_NumWait","PplSrv_NumServed_NA_X","PplSrv_NumWait_NA_X","Dmnd_NxtYear","Staff_Fulltime_2021","Staff_Parttime_2021","Staff_Boardmmbr_2021","Staff_RegVlntr_2021","Staff_EpsdVltnr_2021","Staff_AmerVlntr_2021","Staff_PdCnslt_2021","Staff_Other_Est_2021","Staff_Fulltime_2022","Staff_Parttime_2022","Staff_Boardmmbr_2022","Staff_RegVlntr_2022","Staff_EpsdVltnr_2022","Staff_AmerVlntr_2022","Staff_PdCnslt_2022","Staff_Other_Est_2022","Staff_Fulltime_NA","Staff_Parttime_NA","Staff_Boardmmbr_NA","Staff_RegVlntr_NA","Staff_EpsdVltnr_NA","Staff_AmerVlntr_NA","Staff_PdCnslt_NA","Staff_Other_Text_NA","VolImportance","DonImportance","FndRaise_DvlpVirtual","FndRaise_IncrExp","FndRaise_DcrsExp","FndRaise_IncStaff","FndRaise_DcrsStaff","FndRaise_IncrCnslt","FndRaise_DcrsCnslt","FndRaise_IncrVolntr","FndRaise_DcrsVolntr","FndRaise_Othr","FndRaise_MajGift_Amt","FndRaise_Overall_Chng","FndRaise_Cashbelow250_Chng","FndRaise_Cashabove250_Chng","FndRaise_MajGift_Chng","FndRaise_Corp.Found_Grnt_Chng","FndRaise_RstrGift_Chng","FndRaise_UnrstrGift_Chng","FndRaise_DnrBlw250","FndRaise_DnrAbv250","FndRaise_LocGvtGrnt_Seek","FndRaise_StateGvtGrnt_Seek","FndRaise_FedGvtGrnt_Seek","FndRaise_LocGvtCntrct_Seek","FndRaise_StateGvtCntrct_Seek","FndRaise_FedGvtCntrct_Seek","FndRaise_PFGrnt_Seek","FndRaise_CFGrnt_Seek","FndRaise_DAF_Seek","FndRaise_Corp.Found_Grnt_Seek","FndRaise_UntdWy_Seek","FndRaise_CombFedCmpgn_Seek","FndRaise_OthrGvngPrgrm_Seek","FndRaise_LocGvtGrnt_Rcv","FndRaise_StateGvtGrnt_Rcv","FndRaise_FedGvtGrnt_Rcv","FndRaise_LocGvtCntrct_Rcv","FndRaise_StateGvtCntrct_Rcv","FndRaise_FedGvtCntrct_Rcv","FndRaise_PFGrnt_Rcv","FndRaise_CFGrnt_Rcv","FndRaise_DAF_Rcv","FndRaise_Corp.Found_Grnt_Rcv","FndRaise_UntdWy_Rcv","FndRaise_CombFedCmpgn_Rcv","FndRaise_OthrGvngPrgrm_Rcv","Finance_Rev_GovtMain","Finance_Rev_Prtcpnt","Finance_Rev_Govt3rdParty","Finance_Rev_IndvDon","Finance_Rev_Gift","Finance_Rev_Grnt","Finance_Rev_Spnsr","Finance_Rev_Oth","Reserves_Est","Reserves_NA_X","CARES_Rcv","CARES_Rcv_Est","FinanceChng_Reserves","FinanceChng_Borrow","FinanceChng_DcrsBnft","FinanceChng_IncrBnft","FinanceChng_IncrExp","FinanceChng_DcrsExp","FinanceChng_Oth","LeadershipChng_RetCEO","LeadershipChng_RsgnCEO","LeadershipChng_TrmnCEO","LeadershipChng_HireCEO","LeadershipChng_IntrmCEO","LeadershipChng_ChngBC","LeadershipChng_LostBoardMem","LeadershipChng_RplcBoardMem","LeadershipChng_AddBoardMem","LeadershipChng_Oth","CEOrace_AAPI","CEOrace_Black","CEOrace_Hisp","CEOrace_NativeAm","CEOrace_White","CEOrace_Oth","CEOgender_Man","CEOgender_Woman","CEOgender_Trans","CEOgender_NB","CEOgender_Oth","CEOgender_specify","BChairrace_AAPI","BChairrace_Black","BChairrace_Hisp","BChairrace_NativeAm","BChairrace_White","BChairrace_Oth","BChairgender_Man","BChairgender_Woman","BChairgender_Trans","BChairgender_NB","BChairgender_Oth","BChairgender_specify","ExtAffairs_GenEd","ExtAffairs_Media","ExtAffairs_Advocacy","ExtAffairs_GovtRs","ExtAffairs_DiscGovtGrnt","ExtAffairs_InfoReq","ExtAffairs_Testify","ExtAffairs_Lobby","ExtAffairs_OrgPrtst","ExtAffairs_Mobilize","ExtAffairs_Petition","ExtAffairs_VoteReg","ExtAffairs_VoteEd","CEOrace","CEOrace_Bi","BChairrace","BChairrace_Bi","CEOgender","BChairgender"
"R_2EDXnbYoYJrwhVG",0.94,"Yes","No","No","Yes","No","No","No","No","No","No","No","No","No","Yes",750,0,"No","Yes","Increase",1,2,13,47,52,,,,1,2,13,62,76,,,,"No","No","No","No","No","Yes","Yes","Yes","Very Important","Very Important","Yes","No","No","No","No","Yes","No","Yes","No","",1410,"Unchanged","Increase Moderately","","Unchanged","Increase Moderately","Unchanged","Increase Moderately",203,111,"No","No","No","No","No","No","Yes","Yes","No","Yes","No","No","No","No","No","No","No","No","No","Yes","Yes","No","Yes","No","No","No",0,0,0,63,10,26,5,0,99611,"No","Yes",,"No","No","No","","Yes","No","","No","No","No","No","No","Yes","Yes","","Yes","","No","No","No","No","Yes","No","No","Yes","","No","No",,"No","No","No","No","Yes","No","No","Yes","No","No","No","","Frequently","Rarely","Frequently","Occasionally","Occasionally","Never","Never","Never","Occasionally","Never","Rarely","Never","Never","White","No","White","No","Woman","Woman"
"R_2SfunJ6MbuwMIA1",0.81,"Yes","No","Yes","Yes","No","No","No","Yes","No","No","No","No","No","No",13000,10000,"No","No","Increase",11,1,13,0,1685,0,0,,11,0,13,0,1869,0,0,,"No","No","No","No","No","No","No","No","Essential","Essential","Yes","No","No","Yes","No","No","","No","No","",990,"Increase Significantly","Increase Moderately","Increase Significantly","Increase Significantly","Increase Significantly","Decrease Moderately","Increase Significantly",955,509,"No","Yes","Yes","Yes","No","No","No","No","No","No","No","No","Yes","Yes","No","No","No","No","No","Yes","Yes","Yes","Yes","Yes","Yes","No",20957,0,0,264134,0,427372,168613,310372,1026151,"No","Yes",175426,"No","No","No","No","Yes","No","Yes","No","No","No","No","No","Yes","No","No","Yes","","No","No","No","No","Yes","No","No","Yes","","No","No",,"No","No","No","No","Yes","No","No","Yes","No","No","No","","Occasionally","Occasionally","Frequently","Frequently","Occasionally","Rarely","Occasionally","Never","Never","Never","Never","Never","Never","White","No","White","No","Woman","Woman"
"R_27UaEzBpb4jNO9E",1.11,"No","No","No","Yes","No","Yes","Yes","Yes","No","No","No","No","Yes","Yes",848,3200,"No","No","Increase",3,8,12,496,100,,1,,3,9,12,584,96,,2,,"No","No","Yes","No","No","Yes","No","No","Essential","Essential","Yes","Yes","No","Yes","No","Yes","No","No","No","",996,"Increase Significantly","Increase Moderately","Increase Moderately","Increase Moderately","Increase Moderately","Increase Moderately","Increase Moderately",295,294,"No","No","No","No","No","No","Yes","Yes","Yes","Yes","Yes","No","No","No","No","No","No","No","No","Yes","Yes","Yes","Yes","Yes","No","No",0,0,0,245796,366859,280829,14733,0,276914,"Yes","Yes",113771,"No","No","No","No","Yes","No","","No","No","No","No","No","No","Yes","Yes","Yes","","","","","","","","","","","","",,"","","","","","","","","","","","","Most of the time","Most of the time","Occasionally","Most of the time","Never","Occasionally","Never","Never","Never","Never","Never","Never","Never","","No","","No","",""
"R_A65XPka4cqrDOz7",0.84,"Yes","Yes","Yes","Yes","No","No","Yes","No","No","No","No","No","No","No",80,,"No","Yes","Increase",2,6,14,2,10,,1,,2,6,13,4,10,,3,,"No","No","No","No","No","Yes","Yes","Yes","Not At All Important","Very Important","No","No","Yes","No","No","No","No","No","No","",517,"Unchanged","Increase Significantly","Unchanged","Unchanged","Increase Moderately","Increase Moderately","Unchanged",162,19,"Yes","No","No","No","No","No","Yes","Yes","Yes","Yes","No","No","No","Yes","No","No","No","No","No","Yes","Yes","Yes","Yes","No","No","No",32579,0,0,41483,2798,59657,0,0,12526,"No","Yes",30877,"Yes","Yes","","","Yes","","","No","No","No","No","No","No","Yes","Yes","Yes","","No","No","No","No","Yes","No","No","Yes","","No","No",,"No","No","No","No","Yes","No","No","Yes","","No","No","","Never","Never","Never","Occasionally","Never","Never","Never","Never","Never","Never","Never","Never","Never","White","No","White","No","Woman","Woman"
"R_2WA4owShTW9mHRA",0.73,"Yes","No","No","Yes","No","No","No","No","No","No","No","No","No","",1500,,"No","Yes","Increase",1,4,16,3,2,,,,1,6,19,5,5,,,,"No","No","No","No","No","Yes","Yes","Yes","Somewhat Important","Very Important","No","Yes","No","Yes","No","No","","","","",2492,"Increase Moderately","Unchanged","Increase Moderately","Increase Moderately","Increase Significantly","Unchanged","Unchanged",61,20,"Yes","Yes","Yes","No","No","No","Yes","Yes","Yes","Yes","No","No","No","Yes","No","Yes","No","No","No","No","No","Yes","Yes","No","No","No",21414,8240,0,191967,2937,10831,7700,0,268358,"No","Yes",31909,"No","No","No","No","Yes","No","","No","No","No","Yes","","Yes","Yes","No","Yes","","No","No","No","No","Yes","No","Yes","Yes","No","No","No",,"No","No","No","No","Yes","No","Yes","No","No","No","No","","Occasionally","Never","Rarely","Never","Occasionally","Rarely","Never","Never","Never","Never","Never","Never","Never","White","No","White","No","Man","Man"
"R_1LZMttiKN7HVK95",0.62,"Yes","No","No","Yes","No","Yes","No","Yes","No","No","No","No","No","No",2300,10,"No","No","Increase",1,4,6,2,18,0,0,,2,3,10,3,17,0,0,,"No","No","No","No","No","No","No","No","Not At All Important","Very Important","Yes","No","Yes","No","No","No","No","No","No","",1085,"Increase Moderately","Decrease Significantly","Increase Moderately","Increase Moderately","Increase Moderately","Not Applicable","Unchanged",23,130,"No","Yes","Yes","No","No","No","Yes","Yes","No","Yes","No","No","No","No","Yes","Yes","No","No","No","Yes","Yes","Yes","Yes","No","No","No",20183,14733,0,74432,0,55500,7070,0,41403,"No","Yes",28215,"Yes","No","No","No","Yes","No","","No","No","No","No","No","No","Yes","No","No","","No","No","No","No","Yes","No","No","Yes","","No","No",,"No","No","No","No","Yes","No","No","Yes","","No","No","","Occasionally","Rarely","Frequently","Never","Never","Never","Never","Never","Never","Rarely","Never","Never","Never","White","No","White","No","Woman","Woman"
"R_2PmLS4aqZW03CSr",0.62,"Yes","No","Yes","No","Yes","Yes","No","Yes","No","No","Yes","Yes","","",8000,,"No","Yes","Increase",0,0,8,2,15,,3,,0,0,8,2,15,,3,,"No","No","No","No","No","Yes","No","No","Very Important","Very Important","No","Yes","No","No","","","","","","",24,"Decrease Moderately","Unchanged","Decrease Moderately","Unchanged","Decrease Significantly","Unchanged","Decrease Moderately",48,25,"Yes","Yes","No","No","No","No","Yes","Yes","Yes","Yes","No","No","No","Yes","Yes","No","No","No","No","Yes","Yes","Yes","Yes","No","No","No",,,,,,,,,,"","",,"","","","","","","","","","","","","","","","","","","","","","","","","","","","",,"","","","","","","","","","","","","","","","","","","","","","","","","","","No","","No","",""
"R_2Y32erz5wT4xMnq",1.33,"No","No","Yes","No","No","No","No","No","No","No","No","No","No","No",16,20,"No","Yes","Unchanged",2,3,10,22,11,0,0,,2,3,9,24,10,0,0,,"No","No","No","No","No","No","No","Yes","Very Important","Essential","No","No","No","No","No","No","No","No","No","No",988,"Decrease Moderately","Unchanged","Unchanged","Unchanged","Unchanged","Not Applicable","Unchanged",384,24,"Yes","No","No","No","No","No","No","No","No","No","No","No","No","Yes","No","No","No","No","No","No","No","Yes","Yes","No","No","No",0,0,0,61560,402,8079,0,0,239220,"No","No",,"No","No","No","No","No","No","","No","No","No","No","No","No","","No","No","","No","No","No","No","Yes","No","No","Yes","","No","No",,"No","No","No","No","Yes","No","No","Yes","","No","No","","Occasionally","Never","Never","Rarely","Rarely","Never","Never","Never","Never","Never","Never","Never","Never","White","No","White","No","Woman","Woman"
"R_2YMsJb6L1pxdclO",0.65,"Yes","No","No","Yes","No","Yes","No","Yes","No","","","Yes","Yes","No",350,1000,"No","No","Increase",21,2,8,1,316,2,0,,23,9,10,1,516,2,0,,"No","No","No","No","No","No","No","No","Somewhat Important","Very Important","Yes","No","No","Yes","No","No","No","No","No","",14912,"Increase Moderately","Unchanged","Increase Moderately","Increase Moderately","Increase Moderately","Unchanged","Unchanged",161,150,"No","Yes","No","No","No","No","Yes","Yes","No","Yes","No","No","No","Yes","Yes","Yes","No","No","No","Yes","Yes","Yes","Yes","No","No","No",,,,,,,,,,"","",,"","","","","","","","","","","","","","","","","","","","","","","","","","","","",,"","","","","","","","","","","","","","","","","","","","","","","","","","","No","","No","",""
"R_xsjJD3ACsR3E6gV",1.22,"Yes","No","No","","","No","No","No","No","Yes","No","No","Yes","",3000,0,"No","No","Increase",3,2,12,4,104,0,0,3,2,3,14,5,100,0,0,3,"No","No","No","No","No","No","No","No","Somewhat Important","Somewhat Important","No","","","No","No","No","No","Yes","No","",1024,"Increase Significantly","Unchanged","Increase Significantly","Increase Significantly","Unchanged","Unchanged","Increase Significantly",133,46,"No","Yes","Yes","No","No","No","No","Yes","No","No","No","No","No","No","Yes","Yes","No","No","No","No","Yes","No","No","No","No","No",36789,0,0,132123,144,0,0,330503,257734,"No","Yes",35167,"No","No","No","No","Yes","No","","No","No","No","Yes","No","No","No","Yes","No","","No","No","No","No","Yes","No","No","Yes","No","No","No",,"","","","","","","","","","","","","Rarely","Never","Never","Rarely","Never","Never","Never","Never","Never","Never","Never","Never","Never","White","No","","No","Woman",""
"R_1nTOviDxKXoLWaL",1.05,"Yes","No","No","Yes","No","No","No","Yes","No","No","No","No","No","No",1759,0,"No","No","Increase",1,7,8,11,19,0,0,,1,7,8,13,28,0,0,,"No","No","No","No","No","No","No","Yes","Very Important","Essential","Yes","No","Yes","No","No","Yes","Yes","Yes","No","",9699,"Decrease Moderately","Decrease Moderately","Decrease Moderately","Unchanged","Decrease Significantly","Unchanged","Decrease Moderately",43,41,"Yes","Yes","No","No","No","No","Yes","Yes","No","Yes","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No",0,0,0,130361,228573,0,0,0,96538,"No","Yes",24920,"Yes","No","No","Yes","Yes","No","","No","Yes","No","Yes","No","No","Yes","Yes","Yes","","No","No","No","Yes","No","No","Yes","No","No","No","No",,"","","","","","","","","","","","","Never","Never","Never","Occasionally","Never","Never","Never","Never","Never","Never","Never","Never","Never","NativeAm","No","","No","Man",""
"R_2X0S80BfEELiIfG",1.05,"Yes","","","Yes","","Yes","","","","","","Yes","Yes","",3000,0,"No","No","Unchanged",4,4,7,53,,,1,,5,4,7,69,,,1,,"No","No","No","No","Yes","Yes","No","Yes","Very Important","Very Important","Yes","No","","No","","","","No","","",25,"Increase Significantly","Increase Significantly","Unchanged","Increase Moderately","Increase Significantly","Unchanged","Unchanged",103,85,"No","No","Yes","No","No","No","Yes","Yes","Yes","Yes","No","No","No","No","No","Yes","No","No","No","Yes","Yes","Yes","Yes","No","No","No",30473,5134,0,172850,0,492847,,0,516437,"No","Yes",33218,"No","No","No","No","Yes","","","No","No","No","No","No","No","No","No","Yes","","No","No","No","No","Yes","No","No","Yes","","No","No",,"No","No","No","No","Yes","No","No","Yes","","No","No","","Occasionally","Occasionally","Occasionally","Occasionally","Never","Occasionally","Never","Never","Never","Never","Never","Occasionally","Occasionally","White","No","White","No","Woman","Woman"
"R_1FQ9EOzhdJIvvEa",1.2,"Yes","No","No","Yes","No","","No","Yes","No","","Yes","Yes","Yes","",12000,0,"No","No","Increase",1,2,7,1,,,,,,,,,,,,,"No","No","No","No","Yes","Yes","Yes","Yes","Very Important","Very Important","No","","","No","No","No","No","No","No","",187,"Increase Moderately","Unchanged","Unchanged","Unsure","Unchanged","Not Applicable","Increase Moderately",21,2,"Yes","Yes","No","No","No","No","Yes","Yes","No","No","No","Yes","No","No","No","No","No","No","No","No","No","No","No","No","Yes","No",0,49067,0,6904,1045,0,0,0,,"Yes","Yes",28399,"","Yes","","","No","","","No","No","No","No","No","No","No","No","No","","No","No","No","No","Yes","No","No","Yes","","No","No",,"No","No","No","No","Yes","No","No","Yes","","No","No","","Never","Never","Never","Never","Never","Never","Never","Never","Never","Never","","Never","Never","White","No","White","No","Woman","Woman"
"R_1fmhBSvbbJqQWeu",0.94,"Yes","No","Yes","Yes","No","Yes","No","Yes","No","No","No","Yes","Yes","No",135,15,"No","No","Increase",11,0,5,0,2,0,3,,22,1,10,0,10,0,3,,"No","No","No","No","No","No","No","No","Very Important","Very Important","No","No","No","No","No","No","No","No","No","",508,"Decrease Significantly","Unchanged","Unchanged","Unchanged","Decrease Significantly","Decrease Significantly","Decrease Significantly",4,2,"Yes","Yes","Yes","No","No","No","Yes","Yes","No","Yes","No","No","No","Yes","Yes","Yes","No","No","No","Yes","Yes","No","Yes","No","No","No",1219640,0,0,4899,6198,65748,0,0,0,"No","Yes",407863,"No","Yes","No","No","No","Yes","","No","No","No","No","No","No","No","No","Yes","","No","No","No","No","Yes","No","No","Yes","","No","No",,"No","No","No","No","Yes","No","No","Yes","","No","No","","Occasionally","Occasionally","Occasionally","Occasionally","Occasionally","Occasionally","Never","Never","Never","Rarely","Rarely","Rarely","Rarely","White","No","White","No","Woman","Woman"
"R_1di3GdiHXtM4V94",0.94,"No","No","No","No","Yes","No","Yes","No","No","","","No","Yes","No",400,100,"No","No","Increase",8,,6,53,509,4,,,7,,6,58,401,3,,,"No","Yes","No","No","No","No","Yes","No","Very Important","Essential","Yes","No","No","No","No","No","","No","","",179,"Decrease Moderately","Decrease Moderately","Decrease Moderately","Unchanged","Decrease Significantly","Unchanged","Unchanged",288,29,"Yes","No","No","Yes","No","No","Yes","Yes","No","Yes","No","No","No","Yes","No","No","Yes","No","No","Yes","Yes","No","Yes","No","No","No",112221,0,0,48617,29216,165902,60312,0,61106,"No","Yes",114308,"","Yes","No","No","No","Yes","","No","No","No","No","No","No","Yes","No","No","","","","","","","","","","","","",,"","","","","","","","","","","","","Rarely","Never","Rarely","Rarely","Rarely","Frequently","Occasionally","Rarely","Never","Never","Rarely","Never","Never","","No","","No","",""
"R_1HnsWqfKGlGKBzt",0.83,"Yes","","No","Yes","No","Yes","No","Yes","No","No","No","","Yes","No",4000,0,"No","No","Increase",2,2,30,0,56,0,0,,2,2,31,0,70,0,0,,"No","No","No","No","No","No","No","No","Somewhat Important","Very Important","No","No","No","No","No","No","No","No","No","No",4864,"Increase Significantly","Unchanged","Decrease Significantly","Decrease Moderately","Increase Moderately","Unchanged","Decrease Moderately",324,1020,"No","No","Yes","No","No","No","Yes","Yes","No","Yes","Yes","No","No","No","No","Yes","No","No","No","Yes","Yes","No","Yes","Yes","No","No",320634,0,0,94515635,29489,105017757,238658,0,409525,"No","Yes",21586,"No","No","No","Yes","Yes","No","No","No","No","No","No","No","Yes","Yes","Yes","Yes","No","No","No","No","No","Yes","No","No","Yes","","No","No",,"No","No","No","No","Yes","No","Yes","No","No","No","No","","Frequently","Never","Occasionally","Occasionally","Occasionally","Occasionally","Never","Never","Never","Never","Never","Never","Never","White","No","White","No","Woman","Man"
"R_1CEMSrdSOzoJoON",0.85,"No","No","No","","No","No","No","","No","No","No","","","No",,,"Yes","Yes","Unchanged",2,,9,0,0,0,0,,2,,12,0,2,0,0,,"No","No","No","No","No","No","No","No","Not Very Important","Somewhat Important","Yes","No","No","No","No","No","No","No","No","",52,"Unchanged","Unchanged","Unchanged","Unchanged","Increase Significantly","Increase Significantly","Unchanged",10,10,"No","No","No","No","No","No","Yes","No","No","No","No","No","No","No","No","No","No","No","No","Yes","No","No","No","No","No","No",0,0,0,0,0,785906,0,0,,"Yes","No",,"Yes","No","No","No","No","Yes","","No","No","No","No","No","No","No","No","No","","","","","","","","","","","","",,"","","","","","","","","","","","","Never","Frequently","Never","Never","Never","Never","Never","Never","Never","Never","Never","Never","Never","","No","","No","",""
"R_1Or76Va8u4b7SJ5",0.71,"Yes","No","Yes","Yes","No","No","Yes","No","No","No","No","Yes","Yes","",,,"Yes","Yes","Unchanged",1,2,10,0,3,0,1,0,1,4,7,3,6,0,1,2,"No","No","No","No","No","No","No","No","Somewhat Important","Very Important","Yes","Yes","No","Yes","No","Yes","No","No","No","",964,"Unchanged","Unchanged","Unchanged","Increase Moderately","Increase Significantly","Increase Moderately","Increase Moderately",302,76,"Yes","Yes","Yes","No","No","No","Yes","Yes","No","Yes","No","No","No","Yes","Yes","Yes","No","No","No","Yes","Yes","No","Yes","No","No","No",51739,0,0,109565,4905,35343,0,0,578178,"No","Yes",125497,"No","No","No","Yes","Yes","No","","No","No","No","No","No","No","Yes","No","Yes","","No","No","No","No","Yes","No","No","Yes","","No","No",,"No","No","No","No","Yes","No","No","Yes","","No","No","","Most of the time","Occasionally","Frequently","Occasionally","Never","Never","Never","Never","Never","Never","Never","Frequently","Frequently","White","No","White","No","Woman","Woman"
"R_RRn8g92EV8c9NND",0.9,"No","Yes","Yes","No","Yes","No","No","No","No","","","No","No","No",250,100,"No","No","Increase",1,1,5,99,0,0,0,,1,1,5,98,30,0,0,,"No","No","No","No","No","No","No","No","Essential","Very Important","No","No","No","No","No","No","No","Yes","No","",4682,"Unchanged","Increase Moderately","Decrease Moderately","Decrease Moderately","Not Applicable","Not Applicable","Unchanged",157,47,"No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No",0,0,0,298486,0,0,0,0,189738,"No","No",,"No","No","No","No","No","Yes","","No","No","No","No","No","No","No","No","No","","No","No","No","No","Yes","No","No","Yes","","No","No",,"No","No","No","No","Yes","No","No","Yes","","No","No","","Never","Never","Never","Never","Never","Never","Never","Never","Never","Never","Never","Never","Never","White","No","White","No","Woman","Woman"
"R_3ERTRilGP6FB1dF",1.09,"Yes","","","Yes","","","","","","","","","Yes","",,,"No","No","Increase",10,,10,,,,7,,12,0,10,,,,6,,"No","No","No","No","No","No","No","No","Not At All Important","Not Very Important","No","No","No","No","No","No","No","No","No","",915,"","","","","","","",0,0,"No","No","No","No","No","No","Yes","No","Yes","Yes","No","No","No","No","No","No","No","No","No","Yes","No","Yes","Yes","No","No","No",,,,,,,,,,"","",,"","","","","","","","","","","","","","","","","","","","","","","","","","","","",,"","","","","","","","","","","","","","","","","","","","","","","","","","","No","","No","",""
"R_24NsfeIad3kd1NK",0.94,"Yes","No","No","Yes","No","No","No","Yes","No","No","Yes","No","Yes","No",10000,2500,"No","No","Increase",8,1,6,9,511,0,0,,5,1,6,10,653,0,0,,"No","No","No","No","No","No","No","No","Very Important","Essential","Yes","Yes","No","No","No","No","No","Yes","No","",5354,"Increase Moderately","Increase Moderately","Increase Moderately","Unchanged","Increase Moderately","Unchanged","Unchanged",54,21,"No","No","No","No","No","No","Yes","No","Yes","Yes","No","No","No","No","No","No","No","No","No","Yes","No","Yes","Yes","No","No","No",0,0,0,257889,48669,5033,14212,0,,"Yes","No",,"No","No","No","No","No","Yes","","","Yes","","Yes","Yes","","Yes","Yes","Yes","","No","No","No","No","Yes","No","Yes","No","No","No","No",,"","","","","","","","","","","","","Rarely","Rarely","Occasionally","Occasionally","Never","Rarely","Never","Never","Never","Never","Never","Never","Never","White","No","","No","Man",""
"R_1GwPSHde5PQPyDc",0.97,"Yes","No","No","No","Yes","Yes","Yes","No","No","No","No","Yes","Yes","Yes",2200,,"No","Yes","Increase",55,21,8,53,,,,,54,20,9,51,,,,,"No","No","No","No","Yes","Yes","No","No","Somewhat Important","Somewhat Important","Yes","Yes","No","No","No","No","No","No","No","",1057,"Increase Moderately","Unchanged","Unchanged","Increase Moderately","Increase Significantly","Increase Moderately","Unchanged",70,20,"Yes","Yes","Yes","No","Yes","No","Yes","Yes","Yes","Yes","Yes","No","No","Yes","Yes","Yes","No","Yes","No","Yes","Yes","Yes","Yes","Yes","No","No",4305431,14310,0,69297,0,60245,0,0,854177,"No","Yes",916655,"No","No","No","No","No","Yes","","No","No","No","No","No","No","Yes","Yes","Yes","","","","","","","","","","","","",,"","","","","","","","","","","","","Occasionally","Rarely","Frequently","Frequently","Frequently","Frequently","Frequently","Frequently","Never","Never","Never","Never","Never","","No","","No","",""
"R_2q2xB2LNR7gcuk8",0.92,"No","No","No","No","No","No","No","No","No","No","No","No","No","No",220,0,"No","No","Increase",,2,6,32,0,0,0,,,2,7,35,0,0,0,,"No","No","No","No","Yes","Yes","Yes","No","Essential","Essential","No","No","No","No","No","No","No","No","No","",1068,"Increase Significantly","Increase Moderately","Increase Significantly","Not Applicable","Not Applicable","Not Applicable","Not Applicable",12,10,"No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No",0,0,0,4403,0,0,0,0,,"No","No",,"No","No","No","No","No","Yes","","Yes","Yes","No","Yes","No","Yes","No","No","Yes","","No","No","No","No","Yes","No","No","Yes","No","No","No",,"No","No","No","No","Yes","No","No","Yes","No","No","No","","Rarely","Never","Occasionally","Never","Never","Never","Never","Never","Never","Never","Never","Never","Never","White","No","White","No","Woman","Woman"
"R_3Nxqz9wJlirePC8",0.9,"No","No","No","No","No","No","No","No","No","No","No","No","No","No",185,0,"No","Yes","Unchanged",0,1,16,2,0,0,0,,0,1,16,2,10,0,0,,"No","No","No","No","No","No","No","No","Somewhat Important","Very Important","Yes","No","No","No","No","No","No","No","No","",1015,"Decrease Moderately","Unchanged","Increase Moderately","Increase Moderately","Unchanged","Unchanged","Unchanged",158,29,"No","No","No","No","No","No","Yes","No","Yes","Yes","No","No","No","No","No","No","No","No","No","Yes","No","Yes","Yes","No","No","No",0,0,0,117861,2865,0,117699,0,172805,"Yes","No",,"No","No","No","No","No","Yes","","Yes","","","Yes","","","","Yes","Yes","","No","No","No","No","Yes","No","No","Yes","No","No","No",,"No","No","No","No","Yes","No","No","Yes","","No","No","","Occasionally","Never","Rarely","Occasionally","Never","Never","Never","Never","Never","Never","Never","Never","Never","White","No","White","No","Woman","Woman"
